id_paax,actor_type,sub_type,cs_type,international,regional,domestic,un_type,iso3c,country_name,actor_id,actor_name,abbreviation,alt_names
ARM_701,Armed Organization,,,,,,,LBN,Lebanon,701.0,Free Patriotic Movement,FPM,
POL_702,Political Party,,,,,,,TGO,Togo,702.0,Panafrican Patriotic Convention,CPP,
NGO_703,Civil Society,Non-governmental Organization,Other,1.0,,1.0,,TGO,Togo,703.0,African Female Ministers and Parliamentarians Network,,
NGO_704,Civil Society,Non-governmental Organization,Women,,,1.0,,TGO,Togo,704.0,"Group for Reflexion and Action on Women, Democracy and Development",,
POL_705,Political Party,,,,,,,TGO,Togo,705.0,Democratic Convention of African People,CDPA,
POL_706,Political Party,,,,,,,TCD,Chad,706.0,Political Parties,,
ENT_707,Entity,,,,,,,IND,India,707.0,West Bengal,,
OTH_708,Other,,,,,1.0,,IND,India,708.0,Darjeeling Gorkha Hill Council,,
UMB_709,Umbrella,,,,,,,ETH,Ethiopia,709.0,National Liberation Movements,,
OTH_710,Other,,,,,1.0,,MMR,Myanmar (Burma),710.0,Union Peace Working Committee,,
NGO_711,Civil Society,Religious,,1.0,,,,,,711.0,Religious Representatives,,
NGO_712,Civil Society,Religious,,,1.0,,,,,712.0,Episcopal Conference of Angola and Sao Tome,,
NGO_713,Civil Society,Religious,,,,1.0,,AGO,Angola,713.0,Council of Christian Churches of Angola,,
NGO_714,Civil Society,Religious,,,,1.0,,AGO,Angola,714.0,Inter-Ecclesiastical Council for Peace in Angol,,
OTH_715,Other,,,,,1.0,,AGO,Angola,715.0,Cabinda Forum for Dialogue,,
NGO_716,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,716.0,Civil Society Representative,,
NGO_717,Civil Society,Non-governmental Organization,Women,,,1.0,,SSD,South Sudan,717.0,Women's Bloc Representative,,
UMB_718,Umbrella,,,,,,,SSD,South Sudan,718.0,Other Political Parties,OPP,
NGO_719,Civil Society,Non-governmental Organization,Other,,,1.0,,SSD,South Sudan,719.0,Eminent Personalities Representative,,
ENT_720,Entity,,,,,,,UKR,Ukraine,720.0,Luhansk People Republic,,
ENT_721,Entity,,,,,,,UKR,Ukraine,721.0,Donetsk People Republic,,
ARM_722,Armed Organization,,,,,,,MLI,Mali,722.0,Coordination of Patriotic Movements and Forces for Resistance,CMFPR,Coordination of Movements and Fronts of Patriotic Resistance | Coordination des Mouvements et Front Patriotique de Résistance
ARM_723,Armed Organization,,,,,,,MLI,Mali,723.0,Coalition for the Azawad Peoples,CPA,
ARM_724,Armed Organization,,,,,,,MLI,Mali,724.0,National Movement for the Liberation of Azawad/Coordination of Azawad Movements,MNLA/CMA,Mouvement National pour la Libération de l'Azawad | CMA | Coordination des Mouvements de l'Azawad | Coordination of Azawad Movements | CAM
OTH_725,Other,,,,,1.0,,LBY,Libya,725.0,General National Congress,,
OTH_726,Other,,,,,1.0,,LBY,Libya,726.0,National Transitional Council,,
OTH_727,Other,,,,,1.0,,LBY,Libya,727.0,House of Representatives,,
NGO_728,Civil Society,Non-governmental Organization,Other,,,1.0,,LBY,Libya,728.0,Civil Society Representative,,
POL_729,Political Party,,,,,,,LBY,Libya,729.0,Political Parties,,
OTH_730,Civil Society,Non-governmental Organization,Other,,,1.0,,LBY,Libya,730.0,Tribal Leaders,,
NGO_731,Civil Society,Non-governmental Organization,Women,,,1.0,,LBY,Libya,731.0,Women's Organizations,,
UMB_732,Umbrella,,,,,,,YEM,Yemen,732.0,Joint Meeting Parties,JMP,
COA_733,State Coalition,,,1.0,,,,,,733.0,Friends of Yemen,,
UMB_734,Umbrella,,,,,,,YEM,Yemen,734.0,National Democratic Alliance,NDA,
OTH_735,Other,,,,,1.0,,YEM,Yemen,735.0,Preparatory Committee for National Dialogue,,
POL_736,Political Party,,,,,,,YEM,Yemen,736.0,Yemeni Congregation for Reform,,Al-Islah
POL_737,Political Party,,,,,,,YEM,Yemen,737.0,Solidarity Council and the Freedom Bloc,,
POL_738,Political Party,,,,,,,YEM,Yemen,738.0,Al - Haqq,,Truth Party
ENT_739,Entity,,,,,,,PSE,Palestine,739.0,Palestine,,
ARM_740,Armed Organization,,,,,,,PSE,Palestine,740.0,Fatah,,Palestinian National Liberation Movement
ARM_741,Armed Organization,,,,,,,PSE,Palestine,741.0,Hamas,,Islamic Resistance Movement
NGO_742,Civil Society,Non-governmental Organization,Women,,,1.0,,BHR,Bahrain,742.0,Women's Societies,,
POL_743,Political Party,,,,,,,BHR,Bahrain,743.0,Political Societies,,
NGO_744,Civil Society,Non-governmental Organization,Other,,,1.0,,BHR,Bahrain,744.0,Civil Society,,
OTH_745,Other,,,,,1.0,,BHR,Bahrain,745.0,Media,,
NGO_746,Civil Society,Non-governmental Organization,Other,,,1.0,,BHR,Bahrain,746.0,Youth Societies,,
NGO_747,Civil Society,Unions,,,,1.0,,BHR,Bahrain,747.0,Labour Unions,,
OTH_748,Government/state,,,,,1.0,,IRQ,Iraq,748.0,Governing Council,,
OTH_749,Other,,,1.0,,1.0,,,,749.0,Coalition Provisional Authority,,
IGO_750,Intergovernmental Organization,,,1.0,,,UN Mission,,,750.0,UNSMIL,UNSMIL,United Nations Support Mission in Libya | UNSMIL - United Nations | United Nations Support Mission
ARM_751,Armed Organization,,,,,,,ALB,Albania,751.0,"Liberation Army of Presevo, Medvedja and Bujanovac",UÇPMB,"Ushtria Çlirimtare e Preshevës, Medvegjës dhe Bujanocit | Liberation Army of Preševo, Medveđa, and Bujanovac"
ENT_752,Entity,,,,,,,ALB,Albania,752.0,"Presevo, Bujanovac and Medvedja",,
ARM_753,Armed Organization,,,,,,,MMR,Myanmar (Burma),753.0,DKBA-5,,
ARM_754,Armed Organization,,,,,,,MMR,Myanmar (Burma),754.0,Karen National Union,,
ARM_755,Armed Organization,,,,,,,MMR,Myanmar (Burma),755.0,Pa-O National Liberation Army,,
ARM_756,Armed Organization,,,,,,,MMR,Myanmar (Burma),756.0,Restoration Council of Shan State,,
ARM_757,Armed Organization,,,,,,,MMR,Myanmar (Burma),757.0,Lahu Democratic Union,LDU,
ARM_758,Armed Organization,,,,,,,MMR,Myanmar (Burma),758.0,Arakan Liberation Party,ALP,
ARM_759,Armed Organization,,,,,,,MMR,Myanmar (Burma),759.0,All Burma Students Democratic Front,,
ARM_760,Armed Organization,,,,,,,SYR,Syria,760.0,Division 13,,
ARM_761,Armed Organization,,,,,,,SYR,Syria,761.0,Jaysh al-Fateheen,,
ARM_762,Armed Organization,,,,,,,SYR,Syria,762.0,Jaysh al-Mujahideen,,
ARM_763,Armed Organization,,,,,,,SYR,Syria,763.0,Division 101,,
ARM_764,Armed Organization,,,,,,,SYR,Syria,764.0,Division 16 Infantry,,
ARM_765,Armed Organization,,,,,,,SYR,Syria,765.0,Sukur Al-Jabal Brigade,,Liwa Suqour al-Jabal | Mountain Hawks Brigade | لواء صقور الجبل
ARM_766,Armed Organization,,,,,,,SYR,Syria,766.0,Shuhadaa Al-Islam Brigade,,
ARM_767,Armed Organization,,,,,,,SYR,Syria,767.0,Liwa Al-Haq,,Truth Brigade
ARM_768,Armed Organization,,,,,,,SYR,Syria,768.0,Ahrar Al-Sham Movement,AAS,Harakat Ahrar al-Sham al-Islamiyya | Islamic Movement of the Freemen of the Levant
ARM_769,Armed Organization,,,,,,,SYR,Syria,769.0,Seif Allah Brigade,,
ARM_770,Armed Organization,,,,,,,SYR,Syria,770.0,Al-Safwa Brigades,,
ARM_771,Armed Organization,,,,,,,SYR,Syria,771.0,Tawhid Army (Jaysh Al-Tawhid),,Liwa al-Tawhid | Unity Brigade
ARM_772,Armed Organization,,,,,,,SYR,Syria,772.0,Al-Sultan Murad Division,,
ARM_773,Armed Organization,,,,,,,SYR,Syria,773.0,Fursan Al-Haqq Brigade,,Knights of Justice Brigade
ARM_774,Armed Organization,,,,,,,SYR,Syria,774.0,Faylaq Al-Sham,,Faylaq Al-Sham | Sham Legion
ARM_775,Armed Organization,,,,,,,SYR,Syria,775.0,Fa-Istaqim-Kama-Omert,,
ARM_776,Armed Organization,,,,,,,SYR,Syria,776.0,The Shami Front,,
ARM_777,Armed Organization,,,,,,,SYR,Syria,777.0,The Sham Front,,
ARM_778,Armed Organization,,,,,,,SYR,Syria,778.0,Islam Army (Jaysh Al-Islam),,
ARM_779,Armed Organization,,,,,,,SYR,Syria,779.0,Al-Arbaeen Brigades,,
ARM_780,Armed Organization,,,,,,,SYR,Syria,780.0,Faylaq Al-Rahman,FaR,Faylaq Al-Rahman | Rahman Corps
ARM_781,Armed Organization,,,,,,,SYR,Syria,781.0,Al-Furqan Brigades,,
ARM_782,Armed Organization,,,,,,,SYR,Syria,782.0,City of Aleppo Brigades,,
ARM_783,Armed Organization,,,,,,,SYR,Syria,783.0,The Sham Revolutionary Brigades,,
ARM_784,Armed Organization,,,,,,,SYR,Syria,784.0,Nour El-Deen Zenki Movement,HNDZ,
ARM_785,Armed Organization,,,,,,,SYR,Syria,785.0,Islamic Union of Ajnad al-Sham,,
ARM_786,Armed Organization,,,,,,,SYR,Syria,786.0,Authenticity and Development Front,,Asala and Tanmeya Front 
ARM_787,Armed Organization,,,,,,,SYR,Syria,787.0,Al-Fawj Al-Awwal,,Al-Fawj al-Awl
ARM_788,Armed Organization,,,,,,,SYR,Syria,788.0,Sukur Al-Ghab,,
ARM_789,Armed Organization,,,,,,,ESP,Spain,789.0,Basque Nation and Liberty,ETA,Euskadi Ta Askatasuna
OTH_790,Umbrella,,,,,,,CAF,Central African Republic,790.0,Bangui National Forum,,
OTH_791,Other,,,1.0,1.0,,,,,791.0,Arbitration Commission of the Conference on Yugoslavia,,
MIL_792,Military,,,,,,,HRV,Croatia,792.0,Croatian Armed Forces,,Croatian Armed Forces | Croatian Army
MIL_793,Military,,,,,,, ,Yugoslavia,793.0,Yugoslav People's Army,,JNA | ARMED FORCES OF SFRY | Socialist Federal Republic of Yugoslavia Armed Forces
OTH_794,Other,,,,,1.0,,SRB,Serbia,794.0,Local Authorities,,
IGO_795,Intergovernmental Organization,,,1.0,,,UN Mission,,,795.0,UNCRO,UNCRO,United Nations Confidence Restoration Operation in Croatia
MIL_796,Military,,,,,,,BIH,Bosnia and Herzegovina,796.0,Bosnia and Herzegovina Armed Forces,,Army Bosnia Herzegovina | Army Bosnia Herzegovina ] | BiH | BiH ARMY | BiH Army | BiH ARMY HQ | BiH General
POL_797,Political Party,,,,,,,TUN,Tunisia,797.0,Political Parties,,
POL_798,Political Party,,,,,,,MMR,Myanmar (Burma),798.0,National League for Democracy,NLD,
POL_799,Political Party,,,,,,,MMR,Myanmar (Burma),799.0,Nationalities Brotherhood Federation,NBF,
POL_800,Political Party,,,,,,,MMR,Myanmar (Burma),800.0,Federal Democracy Alliance,FDA,
POL_801,Political Party,,,,,,,MMR,Myanmar (Burma),801.0,United Nationalities Alliance,UNA,
POL_802,Political Party,,,,,,,MMR,Myanmar (Burma),802.0,National Unity Party,NUP,
POL_803,Political Party,,,,,,,MMR,Myanmar (Burma),803.0,Union Solidarity and Development Party,USDP,
ARM_804,Armed Organization,,,,,,,MMR,Myanmar (Burma),804.0,Ethnic Armed Organisations Representatives,,
NGO_805,Civil Society,Non-governmental Organization,Other,,,1.0,,MMR,Myanmar (Burma),805.0,Civil Society Representative,,
MIL_806,Military,,,,,,,MMR,Myanmar (Burma),806.0,Tatmadaw,,
ARM_807,Armed Organization,,,,,,,NER,Niger,807.0,Democratic Front for Renewal,FDR,Front Démocratique du Renouveau
ENT_808,Entity,,,,,,,PAK,Pakistan,808.0,Shakai,,
ENT_809,Entity,,,,,,,PAK,Pakistan,809.0,South Wazirstan Agency,,
ENT_810,Entity,,,,,,,PAK,Pakistan,810.0,District Wana,,
ENT_811,Entity,,,,,,,PAK,Pakistan,811.0,Isperka,,
ENT_812,Entity,,,,,,,PAK,Pakistan,812.0,Musa Khel,,
ARM_813,Armed Organization,,,,,,,MMR,Myanmar (Burma),813.0,Democratic Kayin Buddhist Army,DKBA,
ARM_814,Armed Organization,,,,,,,MMR,Myanmar (Burma),814.0,All Burma Students’ Democratic Front,ABSDF,
ARM_815,Armed Organization,,,,,,,MMR,Myanmar (Burma),815.0,Pa-Oh National Liberation Organization,PNLO/PNLA,
ARM_816,Armed Organization,,,,,,,MMR,Myanmar (Burma),816.0,Restoration Council of Shan State/Shan State Army (South),RCSS/SSA (South), Shan State Army - South |  Shan State Restoration Council
OTH_817,Other,,,,,1.0,,MMR,Myanmar (Burma),817.0,Union Peace-Making Working Committee,,
ARM_818,Armed Organization,,,,,,,MMR,Myanmar (Burma),818.0,Karenni National Progressive Party,KNPP,Karenni National Progressive | Karenni National Progressive Party | KNPP | KNPP Khu Oo Reh
ARM_819,Armed Organization,,,,,,,MMR,Myanmar (Burma),819.0,Democratic Karen Benevolent Army,DKBA 5,
OTH_820,Other,,,,,1.0,,MMR,Myanmar (Burma),820.0,Karen State Peace Making Group,,
ARM_821,Armed Organization,,,,,,,MMR,Myanmar (Burma),821.0,Myanmar National Democratic Alliance Army,MNDAA,
ARM_822,Armed Organization,,,,,,,IND,India,822.0,NSCN (K),NSCN (K),
ARM_823,Armed Organization,,,,,,,MMR,Myanmar (Burma),823.0,United Wa State Army,UWSA,
ARM_824,Armed Organization,,,,,,,MLI,Mali,824.0,High Council for the Unity of Azawad,HCUA,
ARM_825,Armed Organization,,,,,,,MLI,Mali,825.0,Coordination of Patriotic Movements and Forces for Resistance 2,CMFPR2,
OTH_827,Other,,,,,1.0,,MMR,Myanmar (Burma),827.0,Union Peacemaking Working Committee,,
ARM_828,Armed Organization,,,,,,,MMR,Myanmar (Burma),828.0,Kachin Independence Organisation,KIO, Kachin Independence Organisation |  Kachin Independence Organization
ARM_829,Armed Organization,,,,,,,MMR,Myanmar (Burma),829.0,National Democratic Alliance Army,,
ARM_830,Armed Organization,,,,,,,SSD,South Sudan,830.0,South Sudan National Liberation Movement,SSNLM,
IGO_831,Intergovernmental Organization,,,1.0,,,UN Mission,,,831.0,UNMISS,UNMISS,United Nations Mission in the Republic of South Sudan | United Nations Mission in Republic of South Sudan | United Nations Mission in South Sudan
UMB_832,Umbrella,,,,,,,YEM,Yemen,832.0,Arab Coalition,,
POL_833,Political Party,,,,,,,HRV,Croatia,833.0,Croatian Democratic Union,,
OTH_834,Other,,,,,1.0,,MMR,Myanmar (Burma),834.0,State Central Committee for Drug Abuse Control (CDAC),CDAC,State Central Committee for Drug Abuse Control
ENT_835,Entity,,,,,,,SOM,Somalia,835.0,Jubbaland,,
OTH_836,Other,,,,,1.0,,BIH,Bosnia and Herzegovina,836.0,Exchange Comisssion,,
OTH_837,Other,,,1.0,,,,,,837.0,International Conference on the Former Yugoslavia,,
NGO_838,Other,,,1.0,,,,,,838.0,Maltease Cross,,
OTH_839,Other,,,,,1.0,,CAF,Central African Republic,839.0,National Transition Council,,
POL_840,Political Party,,,,,,,LSO,Lesotho,840.0,National Independent Party,,
POL_841,Political Party,,,,,,,LSO,Lesotho,841.0,Democratic Congress,,
POL_842,Political Party,,,,,,,LSO,Lesotho,842.0,Basotho National African Congress,,
POL_843,Political Party,,,,,,,LSO,Lesotho,843.0,Basotho Congress Party,,
POL_844,Political Party,,,,,,,LSO,Lesotho,844.0,African Unity Movement,,
POL_845,Political Party,,,,,,,LSO,Lesotho,845.0,All Democratic Cooperation,,
POL_846,Political Party,,,,,,,LSO,Lesotho,846.0,Basotho National Party,,
POL_847,Political Party,,,,,,,LSO,Lesotho,847.0,Lesotho Congress for Democracy,,
NGO_848,Civil Society,Religious,,,,1.0,,LSO,Lesotho,848.0,Christian Council of Lesotho,,
NGO_849,Civil Society,Non-governmental Organization,Other,,,1.0,,LSO,Lesotho,849.0,Lesotho Council of NGOs,,
POL_850,Political Party,,,,,,,LSO,Lesotho,850.0,Basutoland Congress Party,,
ARM_851,Armed Organization,,,,,,,SLB,Solomon Islands,851.0,Marau Eagle Force,,
ARM_852,Armed Organization,,,,,,,SLB,Solomon Islands,852.0,Isatabur Freedom Movement,,
OTH_853,Other,,,,,1.0,,SLB,Solomon Islands,853.0,Guadalcanal Provincial Government,,
IGO_854,Intergovernmental Organization,,,1.0,,,UN Mission,,,854.0,UNMIS,UNMIS,United Nations Mission in the Sudan | United Nations Mission in Sudan
ARM_855,Armed Organization,,,,,,,AZE,Azerbaijan,855.0,Army of Nagorno Karabakh,,
OTH_856,Other,,,,,1.0,,RUS,Russia,856.0,Joint Control Commission (JCC),,
ENT_857,Entity,,,,,,,SOM,Somalia,857.0,Warsangali ,,
ENT_858,Entity,,,,,,,SOM,Somalia,858.0,Habr Je'lo,,
ENT_859,Entity,,,,,,,SOM,Somalia,859.0,Dhulbahante,,
ENT_860,Entity,,,,,,,SOM,Somalia,860.0,Ogeyslabe,,
ENT_861,Entity,,,,,,,SOM,Somalia,861.0,Habar Yoonis,,
ENT_862,Entity,,,,,,,COM,Comoros,862.0,Moheli,,
ENT_863,Entity,,,,,,,SDN,Sudan,863.0,Blue Nile,,
ENT_864,Entity,,,,,,,SDN,Sudan,864.0,Abyei,,
ENT_865,Entity,,,,,,,SDN,Sudan,865.0,Southern Kordofan,,
POL_866,Political Party,,,,,,,NPL,Nepal,866.0,Terai Madhesh Loktantrik Party,,
POL_867,Political Party,,,,,,,NPL,Nepal,867.0,Madhesi Janadhikar Forum,,
POL_868,Political Party,,,,,,,SDN,Sudan,868.0,National Umma Party,,National UMMA Party
ARM_869,Armed Organization,,,,,,,IND,India,869.0,NSCN (IM),NSCN (IM),National Socialist Council of Nagaland (Isak-Muivah) | National Socialist Council of Nagaland (IM) | NSCN IM |
ARM_870,Armed Organization,,,,,,,IND,India,870.0,Bru National Liberation Front,BNLF,
OTH_871,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,871.0,Karbi Students Union,,
OTH_872,Political Party,,,,,,,IND,India,872.0,ASDC,,
OTH_873,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,873.0,North Cachatr Hills Student Federation,,
OTH_874,Civil Society,Non-governmental Organization,Youth,,,1.0,,IND,India,874.0,Dimasa Student's Union,,
ARM_875,Armed Organization,,,,,,,MMR,Myanmar (Burma),875.0,Arakan Army,AA, Arakan Army
MIL_876,Military,,,,,,,GBR,United Kingdom,876.0,British Army,,
POL_877,Political Party,,,,,,,SYR,Syria,877.0,Arab Baath Socialist Party,,
POL_878,Political Party,,,,,,,YEM,Yemen,878.0,Union of Popular Forces,,
POL_879,Political Party,,,,,,,YEM,Yemen,879.0,Al-Rashad Union,,
POL_880,Political Party,,,,,,,YEM,Yemen,880.0,Popular Unificationist Nasserite Organization,,
POL_881,Political Party,,,,,,,YEM,Yemen,881.0,Unionist Union Party,,
POL_882,Political Party,,,,,,,YEM,Yemen,882.0,Justice and Construction Party,,
POL_883,Political Party,,,,,,,IRQ,Iraq,883.0,Patriotic Union of Kurdistan,,
ARM_884,Armed Organization,,,,,,,IRQ,Iraq,884.0,Kurdistan Democratic Party,KDP,
NGO_885,Civil Society,Non-governmental Organization,Other,,,1.0,,,,885.0,Coordination des Organizations des Musulmans Centrafricains,,
POL_886,Political Party,,,,,,,CAF,Central African Republic,886.0,Kwa Na Kwa,KNK,"National Convergence | Kwa Na Kwa | National Convergence ""Kwa Na Kwa"" | Convergence Nationale ""Kwa Na Kwa"""
POL_887,Political Party,,,,,,,CAF,Central African Republic,887.0,Rally for the Republic,RPR,
POL_888,Political Party,,,,,,,CAF,Central African Republic,888.0,Union for Central African Renewal,URCA,
ARM_889,Armed Organization,,,,,,,CAF,Central African Republic,889.0,Union for Peace in the Central African Republic,UPC,
ARM_890,Armed Organization,,,,,,,CAF,Central African Republic,890.0,Patriotic Rally for Renewal in the CAR or Gathering for Reconciliation among Central Africans ,RPRC,
ARM_891,Armed Organization,,,,,,,CAF,Central African Republic,891.0,Patriotic Movement for the Central African Republic ,MPC,Mouvement patriotique de Centrafrique
IGO_892,Intergovernmental Organization,,,1.0,,,UN Mission,,,892.0,MINUSCA,MINUSCA,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic
POL_893,Political Party,,,,,,,COD,"Congo, Democratic Republic of the",893.0,Political Opposition,,
NGO_894,Civil Society,Non-governmental Organization,Other,,,1.0,,COD,"Congo, Democratic Republic of the",894.0,Civil Society,,
OTH_895,Civil Society,Non-governmental Organization,Other,,,1.0,,COD,"Congo, Democratic Republic of the",895.0,Front for the Respect of the Constitution,,
OTH_896,Umbrella,,,,,,,COD,"Congo, Democratic Republic of the",896.0,Political and Social Forces,,
NGO_897,Civil Society,Non-governmental Organization,Other,,,1.0,,GIN,Guinea,897.0,Civil Society,,
OTH_898,Political Party,,,,,,,GIN,Guinea,898.0,Guinea - Opposition Party,,
MIL_899,Military,,,,,,,SRB,Serbia,899.0,Serbian Armed Forces,,
ENT_900,Entity,,,,,,,MDA,Moldova,900.0,Transdniestria,,
ARM_901,Armed Organization,,,,,,,SSD,South Sudan,901.0,National Salvation Front,NAS,
ARM_902,Armed Organization,,,,,,,SSD,South Sudan,902.0,South Sudan Patriotic Movement/Army,SSPM/A,
ARM_903,Armed Organization,,,,,,,SSD,South Sudan,903.0,South Sudan National Movement for Change,SSNMC,
ARM_904,Armed Organization,,,,,,,SSD,South Sudan,904.0,South Sudan Liberation Movement/Army,SSLM/A, South Sudan National Liberation Movement
ARM_905,Armed Organization,,,,,,,SSD,South Sudan,905.0,South Sudan United Movement/Army,SSUM,
ARM_906,Armed Organization,,,,,,,SSD,South Sudan,906.0,National Democratic Movement,NDM,
ARM_907,Armed Organization,,,,,,,SSD,South Sudan,907.0,South Sudan Armed Forces,SSAF,
ARM_908,Armed Organization,,,,,,,SSD,South Sudan,908.0,Federal Democratic Party,FDP,
ARM_909,Armed Organization,,,,,,,SYR,Syria,909.0,Syrian Armed Opposition,,
ARM_910,Armed Organization,,,,,,,SYR,Syria,910.0,Jaysh al-Ababil,,The Army of al-Ababil
ARM_911,Armed Organization,,,,,,,SYR,Syria,911.0,Aknaf Bayt al-Muqadis,,Protector of the Holy House
ARM_912,Armed Organization,,,,,,,LBY,Libya,912.0,Libyan National Army,LNA,
IGO_913,Intergovernmental Organization,,,,1.0,,,,,913.0,Economic Community of Central African States,ECCAS,Economic Community Of Central African States | ECCAS | ECCAS | Economic Community of Central African States | Economic Community of Central African States (ECCAS) | CEEAC
OTH_914,Government/state,,,,,1.0,,CAF,Central African Republic,914.0,Transitional Government,,
ARM_915,Armed Organization,,,,,,,ETH,Ethiopia,915.0,Ogaden National Liberation Front,ONLF,
POL_916,Political Party,,,,,,,MMR,Myanmar (Burma),916.0,Political Parties Representatives,,
UMB_917,Umbrella,,,,,,,SSD,South Sudan,917.0,South Sudan Opposition Alliance,SSOA,
COA_918,State Coalition,,,1.0,,,,,,918.0,Troika Countries,,
NGO_919,Civil Society,Non-governmental Organization,Youth,,,1.0,,SSD,South Sudan,919.0,Youth Representative,,
POL_920,Political Party,,,,,,,SSD,South Sudan,920.0,United Democratic Salvation Front,,
UMB_921,Umbrella,,,,,,,SSD,South Sudan,921.0,National Alliance of Political Parties,,
POL_922,Political Party,,,,,,,SSD,South Sudan,922.0,United Sudan African Party,,
POL_923,Political Party,,,,,,,SSD,South Sudan,923.0,United Democratic Party,,
POL_924,Political Party,,,,,,,SSD,South Sudan,924.0,African National Congress,,
OTH_925,Other,,,,,1.0,,SYR,Syria,925.0,Congress of Syrian National Dialogue,,
UMB_926,Umbrella,,,,,,,UKR,Ukraine,926.0,CADLR,CADLR,Certain Areas of Donetsk and Luhansk Regions | Representatives of certain areas of Donetsk and Luhansk
OTH_927,Other,,,,,1.0,,YEM,Yemen,927.0,National Committee Prisoners Affairs & Missing Persons,,
OTH_928,Other,,,,,1.0,,YEM,Yemen,928.0,Foundation and Representative Prisoners Affairs & Missing Persons of the Arab Coalition ,,
OTH_929,Other,,,,,1.0,,LBY,Libya,929.0,High Council of State,,
CON_930,Country/State,,,,,,,GNQ,Equatorial Guinea,930.0,Equatorial Guinea,EQG,Equatorial Guinea | EQUATORIAL GUINEA | Republic Equatorial Guinea
ARM_931,Armed Organization,,,,,,,AFG,Afghanistan,931.0,Taliban,,
OTH_932,Armed Organization,,,,,,,YEM,Yemen,932.0,Southern Transitional Council,,
OTH_933,Umbrella,,,,,,,SDN,Sudan,933.0,Forces of Freedom and Change,,
OTH_934,Government/state,,,,,1.0,,SDN,Sudan,934.0,Transitional Military Council,,
ARM_935,Armed Organization,,,,,,,CAF,Central African Republic,935.0,3R,3R,"Return, Reclamation, Rehabilitation | Retour, Réclamation, Réhabilitation (3R) | Retour, Réclamation, Réhabilitation"
UMB_936,Umbrella,,,,,,,SSD,South Sudan,936.0,South Sudan Opposition Movements Alliance,SSOMA,
ARM_937,Armed Organization,,,,,,,SSD,South Sudan,937.0,National Democratic Movement Patriotic Front,NDM/PF,
ARM_938,Armed Organization,,,,,,,SSD,South Sudan,938.0,Real Sudan People’s Liberation Movement,R-SPLM,
ARM_939,Armed Organization,,,,,,,SSD,South Sudan,939.0,South Sudan United Front/Army,SSUF,SS-UF/A | South Sudan United Front/Army
ARM_940,Armed Organization,,,,,,,SSD,South Sudan,940.0,United Democratic Revolutionary Alliance,UDRA,United Democratic Republican Alliance
MIL_941,Military,,,,,,,LBY,Libya,941.0,Libyan Army,,
ARM_942,Armed Organization,,,,,,,LBY,Libya,942.0,Libya National Army,,
ARM_943,Armed Organization,,,,,,,SDN,Sudan,943.0,Sudanese Alliance,,
ARM_944,Armed Organization,,,,,,,SDN,Sudan,944.0,United Popular Front for Liberation and Justice,,
ARM_945,Armed Organization,,,,,,,SDN,Sudan,945.0,Beja Congress,,
ARM_946,Armed Organization,,,,,,,SDN,Sudan,946.0,Sudanese Kush Liberation Movement,,
ARM_947,Armed Organization,,,,,,,SDN,Sudan,947.0,The Northern Entity,,
ARM_948,Armed Organization,,,,,,,SDN,Sudan,948.0,Democratic Union Party - Sudan Revolutionary Front,,
ARM_949,Armed Organization,,,,,,,SDN,Sudan,949.0,Sudan People’s Liberation Movement-North,SPLM -N,SPLM - N | SPLM - N Abu Obaida Khalifa Al Taishi | Sudan People's Liberation Movement-North / Revolutionary | Sudan People ’s Liberation Movement - North ( SPLM – N
IGO_950,Intergovernmental Organization,,,1.0,,,UN Mission,,,950.0,UNAMID,UNAMID,African Union-United Nations Hybrid Operation in Darfur
ARM_951,Armed Organization,,,,,,,SDN,Sudan,951.0,The Third Front/Tamazuj,,
OTH_952,Other,,,,,1.0,,IND,India,952.0,Bodoland Territorial Council,,
OTH_953,Civil Society,Non-governmental Organization,Other,,,1.0,,IND,India,953.0,United Bodo People's Organization,,
ARM_954,Armed Organization,,,,,,,IND,India,954.0,National Democratic Front of Boroland,NDFB,
ARM_955,Armed Organization,,,,,,,YEM,Yemen,955.0,Forces led by Tariq Saleh,,Tariq Saleh
NGO_956,Civil Society,Non-governmental Organization,Other,,,1.0,,YEM,Yemen,956.0,Medical Professionals,,
POL_957,Political Party,,,,,,,MMR,Myanmar (Burma),957.0,Political Parties Group,,
ARM_958,Armed Organization,,,,,,,SDN,Sudan,958.0,Sudan Revolutionary Front,SRF,
ARM_959,Armed Organization,,,,,,,SDN,Sudan,959.0,Sudan Liberation Forces Alliance,SLFA,
ARM_960,Armed Organization,,,,,,,SEN,Senegal,960.0,Movement of Democratic Forces of Casamance,MFDC,
ENT_961,Entity,,,,,,,SRB,Serbia,961.0,Belgrade,,
ENT_962,Entity,,,,,,, ,Kosovo,962.0,Pristina,,
ARM_963,Armed Organization,,,,,,,IND,India,963.0,Karbi People's Liberation Tigers,KPLT,
ARM_964,Armed Organization,,,,,,,IND,India,964.0,People's Democratic Council of Karbi Longri,PDCK,
ARM_965,Armed Organization,,,,,,,IND,India,965.0,Karbi Longri N.C. Hills Liberation Front,KLNLF,
